,City,Colors Reported,Shape Reported,State,Time
4423,Brewerton,,VARIOUS,NY,1980-09-08 06:00:00
4424,Brick,,VARIOUS,NJ,1980-09-09 20:30:00
4425,Atlantic Ocean,RED,LIGHT,NC,1980-09-12 21:00:00
4426,Maynardville,,LIGHT,TN,1980-09-15 00:30:00
4427,Royal Oak,RED,DISK,MI,1980-09-15 01:30:00
4428,Fort Wayne,,CYLINDER,IN,1980-09-15 21:00:00
4429,Southwest Harbor,,LIGHT,ME,1980-09-15 21:00:00
4430,Black Creek Community,ORANGE,OVAL,GA,1980-09-15 22:00:00
4431,Dam B Lake,,LIGHT,TX,1980-09-15 22:00:00
4432,Elko,,LIGHT,NV,1980-09-15 22:00:00
4433,Tekamah,,,NE,1980-09-15 22:00:00
4434,Bridgeport,,TRIANGLE,CT,1980-09-15 23:00:00
4435,Clinton Township,,OVAL,MI,1980-09-16 23:00:00
4436,Louisville,,CIRCLE,KY,1980-09-20 20:30:00
4437,Samsonville,,DISK,NY,1980-09-20 22:00:00
4438,Savannah,,TRIANGLE,GA,1980-09-24 23:59:00
4439,St. Paul,,LIGHT,MN,1980-09-27 21:00:00
4440,Fremont,,OTHER,CA,1980-10-01 01:30:00
4441,Mountainboro,,FIREBALL,AL,1980-10-01 20:00:00
4442,Shirleysburg,,FORMATION,PA,1980-10-01 21:00:00
4443,Jersey City,,CIGAR,NJ,1980-10-01 22:00:00
4444,Homer,,DISK,LA,1980-10-01 23:00:00
4445,Irvine,,SPHERE,CA,1980-10-02 21:30:00
4446,Richardson,,DIAMOND,TX,1980-10-03 18:00:00
4447,Allenspark,,LIGHT,CO,1980-10-05 21:00:00
4448,Wind Lake,,DISK,WI,1980-10-09 06:45:00
4449,Houston,,SPHERE,TX,1980-10-10 19:00:00
4450,Dallas,,,TX,1980-10-10 22:00:00
4451,Manchester,RED,LIGHT,NH,1980-10-10 23:30:00
4452,Boonville,ORANGE,SPHERE,CA,1980-10-15 00:00:00
4453,Columbus,,FIREBALL,OH,1980-10-15 02:30:00
4454,Guntersville,,TRIANGLE,AL,1980-10-15 03:00:00
4455,Sandy,,SPHERE,UT,1980-10-15 14:00:00
4456,Avon,,DISK,CT,1980-10-15 19:00:00
4457,Denham Springs,,RECTANGLE,LA,1980-10-15 19:00:00
4458,National Forest,GREEN,CYLINDER,CO,1980-10-15 19:00:00
4459,Boonville,,SPHERE,CA,1980-10-15 20:00:00
4460,Jonesport,,OVAL,ME,1980-10-15 23:00:00
4461,Bald Knob,,TRIANGLE,AR,1980-10-19 01:00:00
4462,Corpus Christi,,DISK,TX,1980-10-20 18:00:00
4463,Dallas,RED,TRIANGLE,TX,1980-10-20 19:00:00
4464,Detroit,,RECTANGLE,MI,1980-10-29 20:00:00
4465,Virginia Beach,,OTHER,VA,1980-10-31 05:25:00
4466,Rochester,,OVAL,IN,1980-11-01 00:00:00
4467,Garland,,LIGHT,TX,1980-11-05 22:00:00
4468,Lansing,,RECTANGLE,MI,1980-11-10 20:00:00
4469,Lampasas,,LIGHT,TX,1980-11-15 22:00:00
4470,Clarksburg,,OVAL,WV,1980-11-21 00:00:00
4471,Alloy,,DISK,WV,1980-11-22 11:00:00
4472,Roswell,,,NM,1980-12-01 00:01:00
4473,Franklin,,RECTANGLE,TN,1980-12-01 21:00:00
4474,Newport News,,DISK,VA,1980-12-01 21:00:00
4475,Winfield,,LIGHT,KS,1980-12-01 22:00:00
4476,Artesia,,DISK,CA,1980-12-08 19:30:00
4477,Santa Monica,,DISK,CA,1980-12-09 00:00:00
4478,Newport News,,OTHER,VA,1980-12-10 00:00:00
4479,Weyerhaeuser,,DISK,WI,1980-12-10 21:00:00
4480,Bellingham,,FIREBALL,WA,1980-12-12 20:40:00
4481,Decatur,,,IL,1980-12-20 19:00:00
4482,Hanover,,LIGHT,MD,1980-12-27 11:00:00
4483,Savannah,,SPHERE,GA,1980-12-28 19:00:00
4484,Chicopee,GREEN,DIAMOND,MA,1980-12-30 23:30:00
4485,El Cajon,,SPHERE,CA,1981-01-01 00:01:00
4486,El Reno,,DISK,OK,1981-01-01 01:00:00
4487,Glendora,,,CA,1981-01-10 20:30:00
4488,West Jefferson,,TRIANGLE,OH,1981-01-12 22:00:00
4489,Davenport,,CIGAR,IA,1981-01-15 01:15:00
4490,Colorado Springs,,TRIANGLE,CO,1981-01-15 10:00:00
4491,Long Beach,RED,TRIANGLE,CA,1981-01-15 20:00:00
4492,Oroville,,DIAMOND,CA,1981-01-17 21:00:00
4493,Wilmont,RED,LIGHT,MN,1981-01-19 21:30:00
4494,Chula Vista,,OTHER,CA,1981-01-21 17:00:00
4495,Flagstaff,,CIGAR,AZ,1981-02-12 12:23:00
4496,Flint,,,MI,1981-02-20 14:00:00
4497,Cameron,,LIGHT,NC,1981-02-23 21:00:00
4498,Azusa,,LIGHT,CA,1981-02-27 10:00:00
4499,McKinleyville,,OTHER,CA,1981-03-01 17:45:00
4500,Campbell,,CIGAR,CA,1981-03-01 22:00:00
4501,Needles,,DISK,CA,1981-03-15 00:00:00
4502,Pompano Beach,,TRIANGLE,FL,1981-03-25 19:30:00
4503,Sarasota,,CYLINDER,FL,1981-03-25 20:00:00
4504,Arenzville,,OTHER,IL,1981-04-01 21:00:00
4505,Tomberlin,,VARIOUS,AR,1981-04-12 03:00:00
4506,Milwaukie,GREEN BLUE,DISK,OR,1981-04-14 00:00:00
4507,Mohave Desert,,OTHER,CA,1981-04-14 17:00:00
4508,Burbank,,SPHERE,CA,1981-04-15 15:00:00
4509,Long Beach,,FORMATION,CA,1981-04-18 17:00:00
4510,Citrus Heights,,CIRCLE,CA,1981-04-22 15:00:00
4511,Rochester,RED GREEN BLUE,,NH,1981-04-23 21:20:00
4512,Bridgewater,,TRIANGLE,MA,1981-04-25 20:00:00
4513,Petaluma,RED ORANGE,RECTANGLE,CA,1981-04-28 23:30:00
4514,no data,,DIAMOND,LA,1981-04-30 23:00:00
4515,Boulder,,FIREBALL,CO,1981-05-01 18:30:00
4516,San Diego,,TRIANGLE,CA,1981-05-01 20:00:00
4517,Scottsdale,ORANGE,FIREBALL,AZ,1981-05-09 00:00:00
4518,Wayne,,OVAL,NJ,1981-05-10 21:00:00
4519,Twenty Nine Palms,,LIGHT,CA,1981-05-15 02:00:00
4520,Grass Valley,,CIGAR,CA,1981-05-15 16:00:00
4521,Durham,,SPHERE,NC,1981-05-20 22:00:00
4522,Humboldt,,DISK,TN,1981-05-20 23:00:00
4523,Sierra Vista,,CHEVRON,AZ,1981-05-25 20:30:00
4524,Camden,,DISK,AR,1981-06-01 00:00:00
4525,The Dalles,,FIREBALL,OR,1981-06-01 17:00:00
4526,Lake Morena,,CIGAR,CA,1981-06-01 19:00:00
4527,South Saint Paul,,CHEVRON,MN,1981-06-01 19:00:00
4528,Detroit,,CIRCLE,MI,1981-06-01 20:00:00
4529,Kittanning,,DISK,PA,1981-06-01 20:00:00
4530,Mesa,,OTHER,AZ,1981-06-01 20:00:00
4531,New Bedford,,DISK,MA,1981-06-01 20:00:00
4532,Portland,,TRIANGLE,OR,1981-06-01 21:00:00
4533,South St. Paul,,CHEVRON,MN,1981-06-01 22:00:00
4534,Reno,,LIGHT,NV,1981-06-01 22:30:00
4535,Wedgefield,,DISK,SC,1981-06-05 10:00:00
4536,Myrtle Beach,,LIGHT,SC,1981-06-05 21:00:00
4537,Columbus,,OTHER,NE,1981-06-06 23:59:00
4538,Vandergrift,,DISK,PA,1981-06-08 20:00:00
4539,Camp Pendelton,,,CA,1981-06-10 14:00:00
4540,Fremont,,DIAMOND,CA,1981-06-10 22:00:00
4541,Hollywood,,OVAL,FL,1981-06-10 23:00:00
4542,Providence,,DIAMOND,RI,1981-06-11 18:00:00
4543,North Bend,,OVAL,OR,1981-06-13 19:30:00
4544,Kulpmount,,TRIANGLE,PA,1981-06-13 22:00:00
4545,none,,CIRCLE,NV,1981-06-15 00:00:00
4546,Point Barrow,,CYLINDER,AK,1981-06-15 00:00:00
4547,Morrow,RED,LIGHT,OH,1981-06-15 00:30:00
4548,Huntsville,,,OH,1981-06-15 01:00:00
4549,Baldwin,,CIRCLE,WI,1981-06-15 16:00:00
4550,Crawford,,FIREBALL,CO,1981-06-15 20:00:00
4551,Wellston,,TRIANGLE,OH,1981-06-15 20:00:00
4552,Red Bluff,,,CA,1981-06-15 21:00:00
4553,Aberdeen,,CYLINDER,WA,1981-06-15 22:00:00
4554,Hendersonville,,,TN,1981-06-15 22:00:00
4555,Las Vegas,,,NV,1981-06-15 22:30:00
4556,Seattle,,RECTANGLE,WA,1981-06-15 22:30:00
4557,Elizaville,,OTHER,KY,1981-06-15 23:30:00
4558,Kenner,,CIRCLE,LA,1981-06-17 13:00:00
4559,Mondel,,,NM,1981-06-18 03:00:00
4560,Whitney,,FORMATION,TX,1981-06-20 02:30:00
4561,Olympia,ORANGE,SPHERE,WA,1981-06-20 23:00:00
4562,Huntsville,RED,CIRCLE,AL,1981-06-30 00:00:00
4563,Webster,,OTHER,MA,1981-06-30 00:00:00
4564,Manchester,,SPHERE,CT,1981-06-30 12:00:00
4565,Whitney,,FORMATION,TX,1981-06-30 15:30:00
4566,Raynham,,DISK,MA,1981-06-30 17:00:00
4567,Sharon Springs,,CIRCLE,NY,1981-06-30 19:00:00
4568,Grand Rivers,,,KY,1981-06-30 21:00:00
4569,Lebanon,,TRIANGLE,MO,1981-06-30 21:00:00
4570,Paragon,,SPHERE,IN,1981-06-30 21:00:00
4571,Watsonville,,,CA,1981-07-01 21:30:00
4572,Indian Springs,,LIGHT,NV,1981-07-01 22:00:00
4573,Dillonvale,,LIGHT,OH,1981-07-03 22:30:00
4574,Brighton,,LIGHT,IL,1981-07-05 01:00:00
4575,Ellwood city,,SPHERE,PA,1981-07-06 13:30:00
4576,Edwards AFB,,DIAMOND,CA,1981-07-07 21:30:00
4577,Christiansburg,,LIGHT,VA,1981-07-08 20:00:00
4578,Lisbon Falls,BLUE,FIREBALL,ME,1981-07-08 20:00:00
4579,Cape Cod,,LIGHT,MA,1981-07-10 22:00:00
4580,Connorsville,,LIGHT,WI,1981-07-10 23:30:00
4581,Tabernacle,,RECTANGLE,NJ,1981-07-11 21:45:00
4582,Stony Brook University,,DISK,NY,1981-07-15 02:30:00
4583,Fayetteville,,OTHER,AR,1981-07-15 19:00:00
4584,Mayfield,,CIGAR,NY,1981-07-18 22:00:00
4585,Berkeley,,DIAMOND,MO,1981-07-22 13:00:00
4586,Foresthill,,CIGAR,CA,1981-07-28 23:59:00
4587,Vinton,,TRIANGLE,IA,1981-07-29 18:00:00
4588,Hobbs,,CONE,NM,1981-07-30 19:30:00
4589,Carnation,,DISK,WA,1981-07-30 23:00:00
4590,Coloma,YELLOW,SPHERE,CA,1981-08-01 02:00:00
4591,Austin,,FORMATION,TX,1981-08-01 03:00:00
4592,Carnes,,TRIANGLE,MS,1981-08-01 20:00:00
4593,Stockton,,RECTANGLE,CA,1981-08-01 20:00:00
4594,Estes Park,,,CO,1981-08-01 22:00:00
4595,Murphysboro,,CIRCLE,IL,1981-08-01 22:00:00
4596,Ruston,,OVAL,LA,1981-08-08 12:00:00
4597,Salinas,,DISK,CA,1981-08-10 19:00:00
4598,Murray,,,UT,1981-08-11 18:49:00
4599,Gurnee,,,IL,1981-08-15 01:00:00
4600,Jensen,,CYLINDER,UT,1981-08-15 07:00:00
4601,Sultan,,,WA,1981-08-15 10:40:00
4602,Jacksonville,,SPHERE,FL,1981-08-15 19:00:00
4603,Vichy,,,MO,1981-08-15 21:00:00
4604,Huntington Beach,,TRIANGLE,CA,1981-08-15 22:00:00
4605,Cambridge,,,OH,1981-08-15 23:00:00
4606,Jacksonville Beach,,VARIOUS,FL,1981-08-15 23:00:00
4607,Saratoga,RED,OVAL,NY,1981-08-23 03:30:00
4608,Los Angeles,,CIGAR,CA,1981-08-28 04:30:00
4609,Sadieville,,LIGHT,KY,1981-08-30 21:00:00
4610,Trona,,DISK,CA,1981-08-31 19:30:00
4611,Jacksonveil,GREEN,SPHERE,NC,1981-09-01 00:00:00
4612,Diamond,,LIGHT,MO,1981-09-01 16:50:00
4613,Fairburn,,DISK,GA,1981-09-01 19:00:00
4614,Port Jervis,RED,TRIANGLE,NY,1981-09-01 20:00:00
4615,Raynham,,DISK,MA,1981-09-04 17:00:00
4616,Solomon,,OTHER,KS,1981-09-07 03:00:00
4617,Henderson,,RECTANGLE,NC,1981-09-10 23:00:00
4618,Lilburn,,DISK,GA,1981-09-14 20:30:00
4619,Georgetown,,TRIANGLE,SC,1981-09-15 06:30:00
4620,Bryan,,OTHER,TX,1981-09-15 10:30:00
4621,Ft. Hauchuca,,CIGAR,AZ,1981-09-15 12:30:00
4622,Trenton,,RECTANGLE,MO,1981-09-15 19:30:00
4623,Star Junction,,CIRCLE,PA,1981-09-15 20:30:00
4624,Grand Prairie,,LIGHT,TX,1981-09-15 21:00:00
4625,Twin Falls,,OTHER,ID,1981-09-16 18:00:00
4626,Andrews AFB,,CIRCLE,MD,1981-09-20 18:00:00
4627,Blue Springs,,OTHER,MO,1981-09-25 22:00:00
4628,Keystone,,OVAL,SD,1981-09-27 15:30:00
4629,Edina,,DISK,MN,1981-09-29 00:00:00
4630,Texas City,,,TX,1981-10-01 00:00:00
4631,Hesperia,GREEN,OVAL,MI,1981-10-01 20:00:00
4632,Mt. Sterling,,DISK,KY,1981-10-01 20:00:00
4633,Columbus,,DISK,OH,1981-10-04 19:00:00
4634,Apache Lake,,EGG,AZ,1981-10-15 09:00:00
4635,Beaverton,,CIGAR,OR,1981-10-15 16:00:00
4636,San Jose,,DISK,CA,1981-10-15 16:30:00
4637,Clark County,,DISK,KY,1981-10-15 19:00:00
4638,Detroit,,CIGAR,OR,1981-10-18 07:30:00
4639,Boulder,,DISK,CO,1981-10-18 16:00:00
4640,Sherwood,,OTHER,OR,1981-10-20 21:00:00
4641,West Elk Wilderness Area,,CIRCLE,CO,1981-10-30 23:00:00
4642,Weed,,DISK,CA,1981-10-31 18:00:00
4643,Lincoln,,SPHERE,NE,1981-11-01 22:00:00
4644,San Francisco,,OTHER,CA,1981-11-10 21:00:00
4645,Plum Grove,,CIRCLE,TX,1981-11-11 03:00:00
4646,Sherwood,,OTHER,OR,1981-11-20 19:00:00
4647,Broken Arrow,,OVAL,OK,1981-11-20 20:00:00
4648,Delmar,RED GREEN BLUE,LIGHT,DE,1981-11-21 21:30:00
4649,Pacifica,,VARIOUS,CA,1981-11-23 20:30:00
4650,Angleton,,SPHERE,TX,1981-11-25 22:00:00
4651,Stowe,,RECTANGLE,VT,1981-11-25 22:00:00
4652,North Bergen,,FIREBALL,NJ,1981-11-27 09:00:00
4653,Bartlesville,,,OK,1981-11-29 00:30:00
4654,Vernon,,TRIANGLE,NJ,1981-11-30 20:00:00
4655,Albuquerque,,RECTANGLE,NM,1981-12-01 19:00:00
4656,Orlando,,LIGHT,FL,1981-12-01 21:00:00
4657,Fort Lauderdale,,,FL,1981-12-20 02:00:00
4658,Bedford County,,DISK,VA,1981-12-24 20:00:00
4659,Woodstown,,DISK,NJ,1981-12-29 22:00:00
4660,Orange County,,CIRCLE,NC,1982-01-01 20:00:00
4661,Carlsbad,RED,,NM,1982-01-01 22:00:00
4662,Edwards AFB,,LIGHT,CA,1982-01-06 17:00:00
4663,Fort Lee,,DISK,VA,1982-01-14 05:00:00
4664,Cape Hatteras,,CIRCLE,NC,1982-02-01 13:00:00
4665,Mt. Palomar,,,CA,1982-02-01 22:00:00
4666,Windsor,,TRIANGLE,CO,1982-02-12 23:54:00
4667,Windsor,,TRIANGLE,CO,1982-02-12 23:54:00
4668,Yuma,ORANGE,OVAL,AZ,1982-02-15 23:30:00
4669,Siamese Ponds Wilderness,,DISK,NY,1982-04-01 04:00:00
4670,Walhalla,,OTHER,SC,1982-04-12 20:30:00
4671,Piscataway,,DISK,NJ,1982-05-01 20:00:00
4672,Fort Collins,ORANGE,FORMATION,CO,1982-05-07 16:30:00
4673,Bono,,,AR,1982-05-07 20:00:00
4674,Longmont,,DISK,CO,1982-05-09 20:00:00
4675,Piscataway,,DISK,NJ,1982-05-11 20:00:00
4676,Edinboro,,,PA,1982-05-12 21:50:00
4677,Tullahoma,ORANGE,OVAL,TN,1982-05-15 04:30:00
4678,Detroit,,TRIANGLE,MI,1982-05-15 16:00:00
4679,West Reno,,OTHER,NV,1982-05-15 20:00:00
4680,Marin,,DISK,CA,1982-05-18 14:00:00
4681,Sterling,,LIGHT,KS,1982-05-20 02:00:00
4682,Cheshire,,,CT,1982-05-20 20:00:00
4683,Stewart State Park,,FORMATION,OR,1982-05-28 18:00:00
4684,Fort Worth,,OVAL,TX,1982-06-01 00:00:00
4685,Moki Dugway,,TRIANGLE,UT,1982-06-01 00:00:00
4686,Oakland,,LIGHT,MD,1982-06-01 00:00:00
4687,Olalla,,CIRCLE,WA,1982-06-01 00:00:00
4688,Hershey,RED,OVAL,PA,1982-06-01 01:00:00
4689,Sequim,ORANGE,OVAL,WA,1982-06-01 06:00:00
4690,Excelsior Springs,,TRIANGLE,MO,1982-06-01 10:00:00
4691,Tully,,TRIANGLE,NY,1982-06-01 12:00:00
4692,Pineville,,FORMATION,LA,1982-06-01 17:00:00
4693,San Antonio,,OTHER,TX,1982-06-01 18:00:00
4694,Agawam,,DISK,MA,1982-06-01 20:00:00
4695,Indianapolis,,CIRCLE,IN,1982-06-01 20:00:00
4696,Tullahoma County,,FORMATION,TN,1982-06-01 20:00:00
4697,Great Falls,,CIRCLE,MT,1982-06-01 21:00:00
4698,Malmstrom AFB,,CIGAR,MT,1982-06-01 21:00:00
4699,Titusville,,LIGHT,FL,1982-06-01 21:00:00
4700,Gainesville,,LIGHT,TX,1982-06-01 22:00:00
4701,Peekskill,,CHEVRON,NY,1982-06-01 22:00:00
4702,Arcola,,TEARDROP,IL,1982-06-01 23:00:00
4703,Clovis,,LIGHT,CA,1982-06-02 11:00:00
4704,Newark,,FIREBALL,NJ,1982-06-06 00:00:00
4705,Warwick,ORANGE,DISK,RI,1982-06-06 01:00:00
4706,Dennisport,,DISK,MA,1982-06-08 18:30:00
4707,Greensboro,,SPHERE,NC,1982-06-10 21:30:00
4708,Coronado,,EGG,CA,1982-06-10 22:00:00
4709,Flint,,SPHERE,MI,1982-06-12 13:00:00
4710,Steger,GREEN,DIAMOND,IL,1982-06-12 22:30:00
4711,Alpine,,LIGHT,CA,1982-06-14 10:00:00
4712,Bowie,,DISK,AZ,1982-06-15 00:00:00
4713,Sonisidro,,DIAMOND,CA,1982-06-15 00:00:00
4714,Seattle,,TRIANGLE,WA,1982-06-15 02:30:00
4715,Goldsboro,,DISK,NC,1982-06-15 12:45:00
4716,Juneau,ORANGE,SPHERE,AK,1982-06-15 14:00:00
4717,Lincoln,,OTHER,CA,1982-06-15 14:00:00
4718,Overland Park,,CIGAR,KS,1982-06-15 14:00:00
4719,Haughton,RED,DISK,LA,1982-06-15 15:00:00
4720,New York City,,CIGAR,NY,1982-06-15 19:00:00
4721,San Elizario,,DISK,TX,1982-06-15 19:00:00
4722,Agawam,,SPHERE,MA,1982-06-15 20:00:00
4723,Chesterfield,,OTHER,MI,1982-06-15 20:00:00
4724,Issaquah,,DISK,WA,1982-06-15 21:00:00
4725,New Bedford,,OTHER,MA,1982-06-15 21:00:00
4726,Sarona,,CIRCLE,WI,1982-06-15 21:00:00
4727,Rocky Point,,TRIANGLE,NC,1982-06-15 22:00:00
4728,Fontana,,DISK,CA,1982-06-16 14:30:00
4729,Chicago,,DISK,IL,1982-06-19 15:00:00
4730,Elgin,,CIRCLE,IL,1982-06-19 15:00:00
4731,Fort Stockton,,OVAL,TX,1982-06-20 00:00:00
4732,Collingswood,,LIGHT,NJ,1982-06-20 20:30:00
4733,Highland Springs,GREEN,TRIANGLE,VA,1982-06-20 20:30:00
4734,Harpursville,,TRIANGLE,NY,1982-06-20 22:00:00
4735,New Ross,,OTHER,IN,1982-06-22 08:30:00
4736,,,SPHERE,CA,1982-06-23 23:00:00
4737,Terre Haute,,LIGHT,IN,1982-06-25 00:00:00
4738,Fagstaff,,CIRCLE,AZ,1982-06-30 00:00:00
4739,Grass Valley,,CIGAR,CA,1982-06-30 00:00:00
4740,Garden City,,DISK,MI,1982-06-30 23:00:00
4741,Monticello,,,UT,1982-07-01 01:00:00
4742,Lakewood,,SPHERE,NJ,1982-07-01 08:30:00
4743,Marshall,,LIGHT,MO,1982-07-01 19:00:00
4744,Rock Hill,,CIGAR,SC,1982-07-01 19:00:00
4745,New York City,,DISK,NY,1982-07-01 20:00:00
4746,Highland Park,,CYLINDER,IL,1982-07-01 21:00:00
4747,Houston,,DISK,TX,1982-07-03 00:00:00
4748,Hermosa Beach,,DISK,CA,1982-07-04 21:00:00
4749,Madison,,LIGHT,CT,1982-07-05 00:00:00
4750,Hamilton,,LIGHT,OH,1982-07-06 19:00:00
4751,Malibu,,CIRCLE,CA,1982-07-10 00:00:00
4752,Boardman,,LIGHT,OH,1982-07-10 22:00:00
4753,Baker Lake,,CIRCLE,WA,1982-07-15 00:00:00
4754,Williamsport,,LIGHT,PA,1982-07-15 01:30:00
4755,Christiansburg,ORANGE,CIRCLE,OH,1982-07-15 15:00:00
4756,Chittenango,ORANGE,TRIANGLE,NY,1982-07-15 21:00:00
4757,Las Vegas,,DISK,NV,1982-07-15 21:00:00
4758,Reidsville,,OVAL,NC,1982-07-15 21:00:00
4759,Land Between the Lakes,,TRIANGLE,KY,1982-07-15 23:00:00
4760,Fayetteville,RED YELLOW GREEN BLUE,VARIOUS,NC,1982-07-16 04:37:00
4761,Portage Dunning Rs.,,LIGHT,WI,1982-07-16 22:00:00
4762,Mountian View,,CYLINDER,CA,1982-07-18 15:30:00
4763,Mount Rainier National Park,,LIGHT,WA,1982-07-20 01:00:00
4764,Shavertown,,,PA,1982-07-20 02:00:00
4765,Athol,,TRIANGLE,MA,1982-07-20 19:00:00
4766,Corry-Wattsburg,RED GREEN,TRIANGLE,PA,1982-07-20 22:00:00
4767,Grass Valley,,OTHER,CA,1982-07-22 20:30:00
4768,Bowling Green,,OTHER,KY,1982-07-23 01:00:00
4769,Sweetwater,,CYLINDER,TN,1982-07-23 19:00:00
4770,Carolina,,DISK,WV,1982-07-28 11:00:00
4771,Holden Beach,,OTHER,NC,1982-07-30 22:00:00
4772,Burnsville,,LIGHT,MN,1982-08-01 19:00:00
4773,Fremont,,DISK,CA,1982-08-01 23:30:00
4774,Rome,,CIGAR,NY,1982-08-05 20:30:00
4775,Banks Lake,,OTHER,WA,1982-08-05 23:00:00
4776,Townsen,,,MT,1982-08-08 22:00:00
4777,Manteca,,DISK,CA,1982-08-10 00:00:00
4778,Stockton,,DISK,CA,1982-08-10 07:30:00
4779,Stockton,,DISK,CA,1982-08-10 19:30:00
4780,Marysville,,DISK,CA,1982-08-10 22:30:00
4781,Littleton,,RECTANGLE,MA,1982-08-13 00:30:00
4782,Highland Heights,,TEARDROP,OH,1982-08-15 01:00:00
4783,Llincoln,,DISK,NE,1982-08-15 03:00:00
4784,Asbury Park,,SPHERE,NJ,1982-08-15 03:45:00
4785,Tuckerton,,SPHERE,NJ,1982-08-15 06:15:00
4786,Old Woman Mountains area,,DISK,CA,1982-08-15 22:00:00
4787,Los Angeles,,OVAL,CA,1982-08-17 16:00:00
4788,Vacaville,,FIREBALL,CA,1982-08-17 19:00:00
4789,Liverpool,,TRIANGLE,NY,1982-08-18 21:00:00
4790,Fowlerville,,OVAL,MI,1982-08-20 23:30:00
4791,Southwest Harbor,,CYLINDER,ME,1982-08-27 01:00:00
4792,Nome,GREEN,LIGHT,ND,1982-09-01 00:00:00
4793,Crestwood,,LIGHT,KY,1982-09-01 21:00:00
4794,Palm Desert,,DISK,CA,1982-09-07 18:00:00
4795,Mount Kisco,RED BLUE,SPHERE,NY,1982-09-09 16:10:00
4796,Mason City,ORANGE,SPHERE,IA,1982-09-12 05:30:00
4797,Wiley,,FLASH,GA,1982-09-12 22:00:00
4798,Murphysboro,,LIGHT,IL,1982-09-13 21:00:00
4799,Ripley,,,TN,1982-09-14 02:00:00
4800,Calion,,TRIANGLE,AR,1982-09-14 19:00:00
4801,Calion,,TRIANGLE,AR,1982-09-14 19:00:00
4802,La Crosse,,DISK,WI,1982-09-15 17:00:00
4803,Lost Creek,,LIGHT,WV,1982-09-15 21:00:00
4804,Eidson,,CHEVRON,TN,1982-09-15 22:00:00
4805,Janesville,,RECTANGLE,WI,1982-09-15 22:00:00
4806,Gilbert,,,WV,1982-09-18 19:00:00
4807,Slidell,,VARIOUS,LA,1982-09-20 12:00:00
4808,Luray,,,VA,1982-09-20 16:22:00
4809,Dixie,,DISK,ID,1982-09-20 19:00:00
4810,Swartz Creek,,FIREBALL,MI,1982-10-01 22:10:00
4811,San Antonio,,CIRCLE,TX,1982-10-05 23:00:00
4812,New Haven,,TRIANGLE,CT,1982-10-07 23:00:00
4813,Weaverville,,OTHER,NC,1982-10-08 18:00:00
4814,Pearlington,,LIGHT,MS,1982-10-12 05:30:00
4815,Pearlington,,LIGHT,MS,1982-10-12 05:30:00
4816,Van Nuys,,DISK,CA,1982-10-15 14:00:00
4817,Snoqualmine,ORANGE,OVAL,WA,1982-10-15 18:00:00
4818,Lake City,,,FL,1982-10-15 19:00:00
4819,Smithfield,,CIRCLE,RI,1982-10-15 19:30:00
4820,Barton,,RECTANGLE,VT,1982-10-15 20:00:00
4821,North Hudson,,DISK,NY,1982-10-15 20:00:00
4822,Hampton,,CHEVRON,VA,1982-10-15 20:30:00
4823,Concord,,RECTANGLE,OH,1982-10-15 21:00:00
4824,Omaha,,DISK,NE,1982-10-15 21:00:00
4825,Narragansette,GREEN,CHEVRON,RI,1982-10-15 22:00:00
4826,Chillicothe,,RECTANGLE,OH,1982-10-15 23:00:00
4827,Orem,,TRIANGLE,UT,1982-10-21 23:30:00
4828,Dilworth,ORANGE,OTHER,MN,1982-10-31 18:30:00
4829,East Texas River,,EGG,TX,1982-11-01 00:00:00
4830,Ft. Leonard Wood,,DISK,MO,1982-11-01 04:30:00
4831,Woolwich,,VARIOUS,ME,1982-11-01 06:15:00
4832,Oxnard,GREEN,SPHERE,CA,1982-11-01 23:15:00
4833,Florida,,LIGHT,FL,1982-11-11 00:00:00
4834,Marksville,,CIRCLE,LA,1982-11-15 03:00:00
4835,Fremont,BLUE,LIGHT,OH,1982-11-15 20:00:00
4836,Surfside,,DIAMOND,FL,1982-11-20 00:00:00
4837,Clinton Township,,CIRCLE,MI,1982-11-23 15:45:00
4838,Madill,,FIREBALL,OK,1982-12-01 02:00:00
4839,Nyack,,CIGAR,CA,1982-12-01 22:00:00
4840,Boone,BLUE,CHEVRON,NC,1982-12-10 22:00:00
4841,Huntington,,,NY,1982-12-10 23:00:00
4842,Sanford,,DISK,FL,1982-12-15 06:30:00
4843,Kingsport,,TRIANGLE,TN,1982-12-15 21:00:00
4844,Kansas City,,CIRCLE,MO,1982-12-25 01:45:00
4845,High Point,,LIGHT,NC,1982-12-25 19:00:00
4846,Crosby,,CYLINDER,TX,1983-01-10 20:00:00
4847,Seattle,ORANGE,SPHERE,WA,1983-01-13 17:00:00
4848,Glidden,,LIGHT,IA,1983-01-20 18:30:00
4849,Las Vegas,,CIRCLE,NV,1983-02-11 00:00:00
4850,West Palm Beach,,DISK,FL,1983-02-15 01:00:00
4851,Tilden,,FIREBALL,TX,1983-02-28 21:30:00
4852,Sandpoint,,DISK,ID,1983-03-01 19:00:00
4853,O'Fallon,,DISK,IL,1983-03-01 20:00:00
4854,Phoenixville,,SPHERE,PA,1983-03-10 03:00:00
4855,Milpitas,,CIRCLE,CA,1983-03-22 13:00:00
4856,Overbrook,,OTHER,KS,1983-03-27 21:57:00
4857,New Rochelle,,DISK,NY,1983-04-01 17:14:00
